epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_y_kl,tr_loss_y_kl_uniform,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_y_kl,val_loss_y_kl_uniform,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,0.0,80.3684450785319,4.950324800279406,4.950324800279406,0.09999999999999999,0.09506949649916757,228.11686367458768,-1,,,,,,,,
1,8,-1,,,,,,,,-1,1.0,0.0,95.33544921875,4.922414064407349,4.922414064407349,0.1,0.089661705493927,240.566650390625
1,8,-1,0.0,79.54761166042752,4.780467510223389,4.780467510223389,0.09999999999999999,0.09410709208912321,240.89973619249133,-1,,,,,,,,
2,8,-1,,,,,,,,-1,2.0,0.0,92.05182647705078,4.584764003753662,4.584764003753662,0.1,0.09964119493961335,200.39376068115234
2,8,-1,0.0,76.89385181003146,4.378940158420139,4.378940158420139,0.09999999999999999,0.09483220577239991,217.52780999077692,-1,,,,,,,,
3,8,-1,,,,,,,,-1,3.0,0.0,89.88855743408203,4.378868341445923,4.378868341445923,0.1,0.09857175648212434,165.96366119384766
3,8,-1,0.0,75.80589930216472,4.17574585808648,4.17574585808648,0.09999999999999999,0.0939995374944475,180.91541714138455,-1,,,,,,,,
4,8,-1,,,,,,,,-1,4.0,0.0,88.65206146240234,3.8984200954437256,3.8984200954437256,0.1,0.09166263639926911,150.16642379760742
4,8,-1,0.0,73.56167899237738,3.83304402563307,3.83304402563307,0.09999999999999999,0.08922155565685697,148.1326700846354,-1,,,,,,,,
5,8,-1,,,,,,,,-1,5.0,0.0,86.41059875488281,3.6694172620773315,3.6694172620773315,0.1,0.08860849738121034,145.39732360839844
5,8,-1,0.0,72.41522598266602,3.583262072669135,3.583262072669135,0.09999999999999999,0.08569378389252556,150.51764085557727,-1,,,,,,,,
6,8,-1,,,,,,,,-1,5.0,0.0,86.00691223144531,3.4148916006088257,3.4148916006088257,0.1,0.08595772683620453,150.67269897460938
6,8,-1,0.0,71.30348629421658,3.3429055478837757,3.3429055478837757,0.09999999999999999,0.08852115074793498,143.40362040201822,-1,,,,,,,,
7,8,-1,,,,,,,,-1,5.0,0.0,84.94333267211914,3.0714365243911743,3.0714365243911743,0.1,0.08620572090148926,160.87432098388672
7,8,-1,0.0,69.22300381130643,3.0438309245639377,3.0438309245639377,0.09999999999999999,0.08898192048072817,150.78690592447916,-1,,,,,,,,
8,8,-1,,,,,,,,-1,5.0,0.0,83.37748146057129,2.921166181564331,2.921166181564331,0.1,0.09194840192794801,175.93192291259766
